,Strain,Type,Rating,Effects
1819,Salmon-River-Og,indica,4.4,"Relaxed,Happy,Uplifted,Aroused,Sleepy"
1820,Santa-Maria,sativa,4.4,"Relaxed,Happy,Uplifted,Euphoric,Sleepy"
1821,Santa-Sativa,sativa,4.3,"Sleepy,Happy,Hungry,Relaxed,Aroused"
1822,Sapphire-Scout,hybrid,4.6,"Euphoric,Happy,Relaxed,Sleepy,Uplifted"
1823,Sapphire-Star,hybrid,4.5,"Uplifted,Focused,Happy,Euphoric,Relaxed"
1824,Sasquatch-Sap,hybrid,4.8,"Creative,Relaxed,Uplifted,Euphoric,Focused"
1825,Satellite-Og,indica,4.9,"Relaxed,Euphoric,Uplifted,Focused,Hungry"
1826,Satori,hybrid,4.1,"Creative,Euphoric,Uplifted,Happy,Energetic"
1827,Saturn-Og,hybrid,4.5,"Happy,Relaxed,Euphoric,Uplifted,Sleepy"
1828,Savage-Citrus-Sunshine,hybrid,4.5,"Sleepy,Aroused,Talkative,Tingly,Uplifted"
1829,Savants-Grail,hybrid,4.8,"Aroused,Tingly,Uplifted,Euphoric,Focused"
1830,Schrom,sativa,4.3,"Happy,Uplifted,Creative,Euphoric,Aroused"
1831,Scooby-Snack,hybrid,4.6,"Happy,Relaxed,Euphoric,Uplifted,Sleepy"
1832,Scotts-Og,hybrid,4.6,"Relaxed,Euphoric,Sleepy,Happy,Tingly"
1833,Scouts-Honor,hybrid,5.0,"Relaxed,Creative,Giggly,Talkative,Uplifted"
1834,Scroopy-Noopers,hybrid,5.0,"Euphoric,Hungry,Relaxed"
1835,Seattle-Blue,indica,4.5,"Euphoric,Relaxed,Uplifted,Happy,Hungry"
1836,Seattle-Cough,sativa,4.7,"Happy,Uplifted,Energetic,Relaxed,Creative"
1837,Seattlesoda,hybrid,0.0,None
1838,Secret-Garden-Og,indica,5.0,"Euphoric,Talkative,Uplifted,Creative,Energetic"
1839,Secret-Recipe,hybrid,4.3,"Relaxed,Happy,Uplifted,Giggly,Euphoric"
1840,Sensi-Skunk,indica,4.4,"Relaxed,Happy,Hungry,Creative,Euphoric"
1841,Sensi-Star,indica,4.1,"Relaxed,Euphoric,Sleepy,Happy,Uplifted"
1842,Sequoia-Strawberry,sativa,4.4,"Uplifted,Relaxed,Energetic,Euphoric,Focused"
1843,Serious-6,sativa,3.8,"Relaxed,Sleepy,Hungry,Aroused,Uplifted"
1844,Serious-Happiness,hybrid,4.4,"Euphoric,Happy,Relaxed,Energetic,Talkative"
1845,Sexxpot,indica,4.1,"Uplifted,Happy,Aroused,Tingly,Creative"
1846,Shaman,sativa,4.2,"Uplifted,Focused,Happy,Energetic,Euphoric"
1847,Shangri-La,hybrid,4.7,"Euphoric,Relaxed,Uplifted,Happy,Energetic"
1848,Shark-Attack,indica,4.2,"Relaxed,Tingly,Happy,Focused,Hungry"
1849,Shark-Bite,hybrid,4.1,"Uplifted,Energetic,Euphoric,Relaxed,Aroused"
1850,Shark-Shock,indica,4.2,"Relaxed,Euphoric,Focused,Happy,Tingly"
1851,Sharks-Breath,hybrid,4.4,"Relaxed,Happy,Euphoric,Focused,Uplifted"
1852,Shiatsu-Kush,hybrid,4.4,"Relaxed,Happy,Sleepy,Euphoric,Tingly"
1853,Shining-Silver-Haze,sativa,4.8,"Talkative,Uplifted,Relaxed,Euphoric,Hungry"
1854,Shipwreck,sativa,4.5,"Happy,Euphoric,Relaxed,Creative,Energetic"
1855,Shishkaberry,indica,4.3,"Happy,Relaxed,Uplifted,Euphoric,Talkative"
1856,Shiskaquine,hybrid,4.6,"Relaxed,Uplifted,Focused,Energetic,Euphoric"
1857,Shiva-Skunk,indica,4.2,"Euphoric,Relaxed,Uplifted,Happy,Tingly"
1858,Shoreline,hybrid,4.4,"Happy,Relaxed,Euphoric,Giggly,Hungry"
1859,Shurman-7,hybrid,4.7,"Relaxed,Sleepy,Euphoric"
1860,Sierra-Mist,hybrid,4.7,"Euphoric,Happy,Relaxed,Creative,Giggly"
1861,Silver-Back,hybrid,4.0,"Euphoric,Aroused,Talkative,Uplifted,Happy"
1862,Silver-Bubble,hybrid,4.5,"Happy,Relaxed,Uplifted,Euphoric,Creative"
1863,Silver-Calyx,hybrid,5.0,"Aroused,Energetic,Euphoric,Focused,Relaxed"
1864,Silver-Cindy,hybrid,5.0,"Aroused,Uplifted,Energetic,Euphoric,Happy"
1865,Silver-Haze,sativa,4.2,"Happy,Euphoric,Relaxed,Talkative,Uplifted"
1866,Silver-Kush,sativa,4.4,"Happy,Relaxed,Giggly,Uplifted,Focused"
1867,Silver-Nina,hybrid,5.0,"Creative,Energetic,Focused,Happy,Aroused"
1868,Silver-Pearl,hybrid,4.3,"Creative,Uplifted,Happy,Energetic,Euphoric"
1869,Silver-Surfer,hybrid,4.3,"Happy,Euphoric,Tingly,Relaxed,Giggly"
1870,Silver-Train,sativa,4.7,"Focused,Euphoric,Energetic,Relaxed,Aroused"
1871,Silverback-Gorilla,indica,4.5,"Relaxed,Sleepy,Euphoric,Happy,Tingly"
1872,Silverfalls-Kush,hybrid,4.8,"Relaxed,Euphoric,Giggly,Happy,Hungry"
1873,Silverhawks-Og,sativa,5.0,"Euphoric,Relaxed,Uplifted,Creative,Happy"
1874,Sin-City-Kush,indica,4.9,"Relaxed,Euphoric,Uplifted,Giggly,Happy"
1875,Sin-Valley-Og,hybrid,4.5,"Sleepy,Relaxed,Focused,Euphoric,Happy"
1876,Sinmint-Cookies,hybrid,4.6,"Relaxed,Happy,Sleepy,Euphoric,Uplifted"
1877,Sinai,sativa,4.8,"Euphoric,Uplifted,Relaxed,Talkative,Happy"
1878,Sirius-Black,indica,4.6,"Happy,Euphoric,Relaxed,Creative,Uplifted"
1879,Six-Shooter,hybrid,4.6,"Creative,Euphoric,Happy,Uplifted,Focused"
1880,Skins-Skunk,hybrid,5.0,"Euphoric,Happy,Relaxed,Sleepy,Uplifted"
1881,Skunk-47,indica,4.3,"Relaxed,Sleepy,Happy,Uplifted,Hungry"
1882,Skunk-Dawg,sativa,4.4,"Happy,Uplifted,Relaxed,Focused,Creative"
1883,Skunk-Haze,hybrid,4.1,"Relaxed,Happy,Focused,Giggly,Euphoric"
1884,Skunk-1,hybrid,4.1,"Euphoric,Creative,Relaxed,Happy,Hungry"
1885,Skunkberry,hybrid,4.5,"Relaxed,Happy,Euphoric,Uplifted,Creative"
1886,Skunky-Diesel,hybrid,4.2,"Happy,Uplifted,Energetic,Relaxed,Sleepy"
1887,Sky-Master,sativa,0.0,None
1888,Skydog,indica,4.5,"Focused,Happy,Relaxed,Uplifted,Euphoric"
1889,Skywalker,indica,4.3,"Relaxed,Euphoric,Sleepy,Happy,Uplifted"
1890,Skywalker-Alien,hybrid,3.8,"Happy,Giggly,Relaxed,Euphoric,Hungry"
1891,Skywalker-Og,hybrid,4.5,"Relaxed,Euphoric,Happy,Uplifted,Sleepy"
1892,Slazerbeam,sativa,4.6,"Uplifted,Energetic,Happy,Talkative,Creative"
1893,Sleeskunk,sativa,4.2,"Creative,Euphoric,Tingly,Uplifted,Energetic"
1894,Sleestack,sativa,4.3,"Happy,Relaxed,Uplifted,Euphoric,Creative"
1895,Slimer-Og,hybrid,4.6,"Relaxed,Happy,Uplifted,Talkative,Euphoric"
1896,Smelliot,hybrid,5.0,"Uplifted,Happy,Creative,Euphoric,Focused"
1897,Smooth-Operator,hybrid,4.0,"Talkative,Uplifted,Energetic,Happy"
1898,Snoop-Dogg-Og,indica,4.6,"Euphoric,Relaxed,Happy,Sleepy,Hungry"
1899,Snoop-S-Dream,hybrid,4.6,"Relaxed,Happy,Euphoric,Uplifted,Giggly"
1900,Snow-Bud,hybrid,4.6,"Uplifted,Happy,Relaxed,Euphoric,Sleepy"
1901,Snow-Diesel,hybrid,3.4,"Focused,Energetic,Uplifted,Euphoric,Happy"
1902,Snow-Leopard,indica,4.6,"Relaxed,Euphoric,Sleepy,Happy,Uplifted"
1903,Snow-Lotus,hybrid,4.6,"Euphoric,Happy,Uplifted,Focused,Giggly"
1904,Snow-Monster,indica,4.3,"Relaxed,Happy,Euphoric,Hungry,Sleepy"
1905,Snow-Mountain,indica,4.0,"Uplifted,Relaxed"
1906,Snow-Ryder,indica,4.0,"Aroused,Sleepy,Uplifted,Relaxed"
1907,Snow-White,hybrid,4.3,"Relaxed,Euphoric,Hungry,Happy,Talkative"
1908,Snowland,hybrid,4.5,"Relaxed,Sleepy,Talkative,Creative,Focused"
1909,Snowcap,hybrid,4.1,"Happy,Euphoric,Uplifted,Focused,Creative"
1910,Sojay-Haze,sativa,4.8,"Uplifted,Euphoric,Talkative,Relaxed,Hungry"
1911,Somango,indica,4.3,"Relaxed,Hungry,Focused,Sleepy,Euphoric"
1912,Sonic-Screwdriver,sativa,4.5,"Happy,Euphoric,Giggly,Uplifted,Energetic"
1913,Sonoma-Coma,sativa,4.5,"Euphoric,Uplifted,Happy,Focused,Talkative"
1914,Sorcerers-Apprentice,hybrid,5.0,"Tingly,Focused,Aroused,Uplifted,Energetic"
1915,Soul-Assassin-Og,hybrid,4.5,"Relaxed,Euphoric,Happy,Focused,Sleepy"
1916,Soul-Shine,hybrid,4.1,"Euphoric,Happy,Creative,Hungry,Uplifted"
1917,Soulshine-Aloha,indica,0.0,"Tingly,Uplifted,Euphoric,Focused,Happy"
1918,Sour-Alien,hybrid,4.3,"Relaxed,Creative,Giggly,Happy,Uplifted"
1919,Sour-Amnesia,sativa,4.6,"Happy,Uplifted,Euphoric,Relaxed,Energetic"
1920,Sour-Ape,indica,4.2,"Relaxed,Giggly,Hungry,Energetic,Happy"
1921,Sour-Apple,hybrid,4.2,"Relaxed,Happy,Euphoric,Uplifted,Sleepy"
1922,Sour-Banana-Sherbet,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Focused"
1923,Sour-Breath,sativa,4.0,"Creative,Energetic,Focused,Happy,Uplifted"
1924,Sour-Bubba,indica,4.5,"Happy,Euphoric,Uplifted,Relaxed,Sleepy"
1925,Sour-Bubble,indica,4.6,"Relaxed,Happy,Uplifted,Creative,Giggly"
1926,Sour-Candy,hybrid,4.5,"Happy,Creative,Focused,Uplifted,Energetic"
1927,Sour-Chees,hybrid,4.3,"Happy,Uplifted,Talkative,Relaxed,Creative"
1928,Sour-Cherry-Sherbert,hybrid,0.0,None
1929,Sour-Chocolate,sativa,3.9,"Uplifted,Sleepy,Creative,Happy,Talkative"
1930,Sour-Chunk,hybrid,4.3,"Relaxed,Creative,Uplifted,Euphoric,Hungry"
1931,Sour-Cookies,hybrid,4.4,"Relaxed,Happy,Talkative,Euphoric,Uplifted"
1932,Sour-Cream,hybrid,4.3,"Happy,Relaxed,Euphoric,Focused,Uplifted"
1933,Sour-Diesel,sativa,4.4,"Happy,Uplifted,Euphoric,Energetic,Relaxed"
1934,Sour-Dream,hybrid,4.4,"Happy,Euphoric,Creative,Tingly,Uplifted"
1935,Sour-Dubble,hybrid,4.9,"Talkative,Happy,Relaxed,Creative,Uplifted"
1936,Sour-Flower,sativa,4.3,"Energetic,Happy,Aroused,Uplifted,Focused"
1937,Sour-Grape,hybrid,4.2,"Relaxed,Happy,Uplifted,Hungry,Energetic"
1938,Sour-Haze,sativa,4.5,"Uplifted,Euphoric,Happy,Creative,Relaxed"
1939,Sour-Headband,hybrid,4.4,"Focused,Uplifted,Euphoric,Happy,Energetic"
1940,Sour-Jack,sativa,4.5,"Energetic,Creative,Happy,Uplifted,Euphoric"
1941,Sour-Jilly,hybrid,4.8,"Happy,Euphoric,Energetic,Uplifted,Talkative"
1942,Sour-Joker,sativa,4.7,"Uplifted,Energetic,Creative,Happy,Focused"
1943,Sour-Kush,hybrid,4.3,"Relaxed,Happy,Uplifted,Energetic,Focused"
1944,Sour-Lsd,hybrid,4.3,"Happy,Energetic,Uplifted,Focused,Euphoric"
1945,Sour-Lemon-Og,hybrid,4.6,"Talkative,Energetic,Happy,Relaxed,Focused"
1946,Sour-Maui,sativa,4.7,"Uplifted,Energetic,Happy,Euphoric,Creative"
1947,Sour-Og,hybrid,4.4,"Happy,Relaxed,Uplifted,Euphoric,Creative"
1948,Sour-Patch-Kiss,hybrid,4.7,"Uplifted,Happy,Relaxed,Creative,Talkative"
1949,Sour-Pebbles,sativa,4.6,"Happy,Uplifted,Focused,Energetic,Euphoric"
1950,Sour-Poison,sativa,4.6,"Uplifted,Happy,Talkative,Giggly,Relaxed"
1951,Sour-Power,hybrid,4.7,"Happy,Euphoric,Energetic,Talkative,Hungry"
1952,Sour-Spyder,indica,5.0,"Aroused,Tingly,Energetic,Euphoric,Happy"
1953,Sour-Star-Head,sativa,5.0,"Uplifted,Happy,Talkative,Energetic,Euphoric"
1954,Sour-Strawberry-Diesel,hybrid,4.6,"Happy,Creative,Relaxed,Euphoric,Uplifted"
1955,Sour-Sunset,hybrid,4.7,"Relaxed,Euphoric,Happy,Uplifted,Creative"
1956,Sour-Tangie,sativa,4.6,"Happy,Uplifted,Euphoric,Energetic,Focused"
1957,Sour-Tsunami,hybrid,4.4,"Relaxed,Creative,Focused,Euphoric,Happy"
1958,Sour-Urkle,hybrid,4.6,"Relaxed,Happy,Uplifted,Focused,Hungry"
1959,Sour-Willie,sativa,4.5,"Tingly,Happy,Sleepy,Uplifted,Hungry"
1960,Sourlope,sativa,4.6,"Happy,Focused,Relaxed,Uplifted,Creative"
1961,South-American,sativa,4.0,"Hungry,Happy,Relaxed,Sleepy,Energetic"
1962,South-Asian,indica,4.0,"Sleepy,Talkative,Uplifted,Euphoric,Giggly"
1963,South-Asian-Sativa,sativa,0.0,None
1964,South-Central-La,indica,4.8,"Uplifted,Euphoric,Focused,Hungry,Relaxed"
1965,South-Indian-Indica,indica,3.8,None
1966,South-Indian,sativa,4.3,"Euphoric,Relaxed,Energetic,Hungry,Happy"
1967,Southern-Lights,sativa,3.5,"Aroused,Uplifted,Creative,Euphoric,Happy"
1968,Space-Bomb,hybrid,4.3,"Euphoric,Relaxed,Uplifted,Happy,Creative"
1969,Space-Candy,hybrid,4.6,"Uplifted,Relaxed,Happy,Focused,Euphoric"
1970,Space-Cream,hybrid,4.8,"Relaxed,Uplifted,Euphoric,Happy,Energetic"
1971,Space-Dawg,indica,4.2,"Relaxed,Uplifted,Euphoric,Talkative,Giggly"
1972,Space-Jill,sativa,3.7,"Creative,Focused,Energetic,Uplifted,Euphoric"
1973,Space-Monster,indica,4.3,"Relaxed,Tingly,Sleepy,Uplifted,Creative"
1974,Space-Needle,sativa,3.7,"Uplifted,Euphoric,Happy,Hungry,Relaxed"
1975,Space-Queen,hybrid,4.4,"Euphoric,Uplifted,Relaxed,Happy,Focused"
1976,Special-K,hybrid,4.5,"Happy,Uplifted,Euphoric,Relaxed,Creative"
1977,Special-Kush-1,indica,4.6,"Relaxed,Euphoric,Hungry,Sleepy,Uplifted"
1978,Spirit-Of-76,hybrid,4.6,"Relaxed,Uplifted,Happy,Talkative,Euphoric"
1979,Spliffs-Strawberry,sativa,4.6,"Talkative,Creative,Energetic,Euphoric,Focused"
1980,Spoetnik-1,indica,5.0,"Focused,Sleepy,Creative,Energetic,Euphoric"
1981,Sputnik,sativa,4.5,"Happy,Relaxed,Energetic,Tingly,Euphoric"
1982,Spyder-Mon,hybrid,5.0,"Uplifted,Creative,Focused,Happy,Relaxed"
1983,Star-47,hybrid,4.3,"Happy,Euphoric,Sleepy,Giggly,Relaxed"
1984,Star-Berry,indica,4.6,"Relaxed,Uplifted,Happy,Euphoric,Energetic"
1985,Star-Killer,indica,4.5,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
1986,Star-Master-Kush,indica,4.7,"Relaxed,Uplifted,Focused,Happy,Sleepy"
1987,Star-Tonic,hybrid,4.7,"Relaxed,Focused,Uplifted,Happy,Euphoric"
1988,Starbud,indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
1989,Stardawg,hybrid,4.5,"Happy,Relaxed,Uplifted,Euphoric,Talkative"
1990,Stardawg-91,indica,5.0,"Sleepy,Euphoric,Happy,Relaxed"
1991,Stardawg-Guava,sativa,4.6,"Relaxed,Happy,Uplifted,Energetic,Creative"
1992,Starfighter,hybrid,4.1,"Euphoric,Relaxed,Happy,Uplifted,Creative"
1993,Starry-Night,hybrid,4.6,"Euphoric,Happy,Focused,Tingly,Energetic"
1994,Stella-Blue,sativa,4.6,"Energetic,Happy,Uplifted,Focused,Talkative"
1995,Stephen-Hawking-Kush,indica,4.6,"Relaxed,Happy,Euphoric,Focused,Tingly"
1996,Stevie-Wonder,hybrid,4.6,"Happy,Hungry,Uplifted,Focused,Tingly"
1997,Straight-As-Haze,sativa,5.0,"Energetic,Euphoric,Happy,Talkative,Giggly"
1998,Strawberry,sativa,4.4,"Happy,Relaxed,Uplifted,Euphoric,Talkative"
1999,Strawberry-Alien-Kush,hybrid,4.0,Relaxed
2000,Strawberry-Amnesia,sativa,4.5,"Creative,Relaxed,Uplifted,Euphoric,Energetic"
2001,Strawberry-Banana,hybrid,4.5,"Relaxed,Euphoric,Happy,Uplifted,Creative"
2002,Strawberry-Blondie,hybrid,4.9,"Euphoric,Happy,Uplifted,Relaxed,Creative"
2003,Strawberry-Blue,sativa,4.2,"Relaxed,Happy,Uplifted,Energetic,Euphoric"
2004,Strawberry-Cheesecake,indica,4.4,"Relaxed,Happy,Euphoric,Uplifted,Giggly"
2005,Strawberry-Cough,sativa,4.3,"Happy,Uplifted,Euphoric,Energetic,Relaxed"
2006,Strawberry-Diesel,hybrid,4.3,"Happy,Relaxed,Uplifted,Euphoric,Creative"
2007,Strawberry-Dream,hybrid,4.4,"Uplifted,Euphoric,Happy,Energetic,Creative"
2008,Strawberry-Durban-Diesel,sativa,4.4,"Uplifted,Creative,Focused,Talkative,Aroused"
2009,Strawberry-Fields,indica,4.6,"Relaxed,Happy,Uplifted,Hungry,Euphoric"
2010,Strawberry-Frost,indica,5.0,"Happy,Aroused,Relaxed,Giggly,Hungry"
2011,Strawberry-Ice,sativa,4.8,"Focused,Energetic,Euphoric,Happy,Creative"
2012,Strawberry-Kush,hybrid,4.2,"Relaxed,Happy,Sleepy,Uplifted,Euphoric"
2013,Strawberry-Lemonade,sativa,4.3,"Happy,Relaxed,Euphoric,Uplifted,Energetic"
2014,Strawberry-Mango-Haze,sativa,4.6,"Happy,Euphoric,Uplifted,Focused,Energetic"
2015,Strawberry-Milkshake,hybrid,4.4,"Happy,Relaxed,Uplifted,Tingly,Euphoric"
2016,Strawberry-Og,hybrid,4.2,"Happy,Relaxed,Euphoric,Hungry,Creative"
2017,Strawberry-Satori,sativa,4.5,"Uplifted,Creative,Relaxed,Happy,Energetic"
2018,Sublime,sativa,4.2,"Uplifted,Happy,Focused,Euphoric,Talkative"
2019,Sugar-Black-Rose,indica,4.5,"Relaxed,Euphoric,Happy,Sleepy,Uplifted"
2020,Sugar-Calyx,hybrid,0.0,None
2021,Sugar-Cookie,hybrid,4.3,"Relaxed,Happy,Sleepy,Euphoric,Giggly"
2022,Sugar-Kush,indica,4.1,"Relaxed,Hungry,Sleepy,Happy,Euphoric"
2023,Sugar-Mama,indica,4.8,"Euphoric,Relaxed,Happy,Focused,Uplifted"
2024,Sugar-Pine,hybrid,0.0,None
2025,Sugar-Plum,sativa,4.5,"Euphoric,Happy,Relaxed,Uplifted,Creative"
2026,Sugar-Punch,hybrid,4.8,"Hungry,Happy,Giggly,Aroused,Uplifted"
2027,Sugar-Shack,hybrid,4.6,"Relaxed,Happy,Uplifted,Energetic,Talkative"
2028,Suicide-Girl,hybrid,4.8,"Talkative,Euphoric,Uplifted,Relaxed,Tingly"
2029,Summertime-Squeeze,sativa,4.9,"Creative,Happy,Talkative,Giggly,Aroused"
2030,Sumo-Grande,sativa,4.5,"Focused,Hungry,Creative,Talkative,Uplifted"
2031,Sumo-Og-Kush,indica,4.3,"Hungry,Relaxed,Talkative,Uplifted,Focused"
2032,Sun-Ra,sativa,4.7,"Happy,Uplifted,Euphoric,Focused,Tingly"
2033,Sunburn,sativa,4.6,"Creative,Euphoric,Uplifted,Happy,Energetic"
2034,Sunlight-Skunk,hybrid,0.0,None
2035,Sunset-Haze,hybrid,4.2,"Relaxed,Creative,Aroused,Sleepy,Uplifted"
2036,Sunset-Sherbert,hybrid,4.6,"Relaxed,Happy,Euphoric,Uplifted,Creative"
2037,Sunshine,sativa,4.7,"Happy,Uplifted,Energetic,Creative,Focused"
2038,Sunshine-4,hybrid,4.8,"Happy,Uplifted,Euphoric,Relaxed,Talkative"
2039,Sunshine-Daydream,indica,4.4,"Relaxed,Happy,Euphoric,Uplifted,Tingly"
2040,Supa-Don,sativa,4.5,"Uplifted,Creative,Energetic,Focused,Happy"
2041,Super-Chronic,indica,4.8,"Happy,Relaxed,Sleepy,Euphoric,Focused"
2042,Super-Blue-Dream,hybrid,4.3,"Happy,Uplifted,Relaxed,Euphoric,Energetic"
2043,Super-Bud,indica,4.1,"Relaxed,Giggly,Sleepy,Happy,Creative"
2044,Super-Cat-Piss,sativa,4.0,"Euphoric,Happy,Uplifted,Tingly,Creative"
2045,Super-Cheese,indica,4.5,"Tingly,Euphoric,Relaxed,Happy,Sleepy"
2046,Super-G,sativa,4.5,"Creative,Tingly,Uplifted,Energetic,Happy"
2047,Super-Green-Crack,sativa,4.5,"Happy,Giggly,Energetic,Focused,Euphoric"
2048,Super-Jack,sativa,4.5,"Happy,Energetic,Uplifted,Talkative,Focused"
2049,Super-Kush,indica,4.2,"Relaxed,Happy,Euphoric,Giggly,Aroused"
2050,Super-Lemon-Haze,sativa,4.4,"Happy,Uplifted,Energetic,Euphoric,Focused"
2051,Super-Lemon-Og,hybrid,4.4,"Relaxed,Happy,Hungry,Euphoric,Creative"
2052,Super-Silver-Haze,sativa,4.4,"Happy,Uplifted,Energetic,Euphoric,Relaxed"
2053,Super-Silver-Lights,hybrid,4.5,"Happy,Uplifted,Creative,Euphoric,Giggly"
2054,Super-Skunk,indica,4.2,"Relaxed,Sleepy,Euphoric,Happy,Hungry"
2055,Super-Snow-Dog,sativa,4.5,"Uplifted,Happy,Euphoric,Relaxed,Focused"
2056,Super-Sour-Diesel,sativa,4.5,"Uplifted,Happy,Euphoric,Creative,Energetic"
2057,Super-Sour-Og,hybrid,4.6,"Relaxed,Uplifted,Happy,Focused,Giggly"
2058,Super-Sour-Skunk,hybrid,4.5,"Happy,Euphoric,Talkative,Sleepy,Uplifted"
2059,Super-Sour-Widow,hybrid,4.7,"Euphoric,Energetic,Happy,Uplifted,Relaxed"
2060,Super-Sweet,hybrid,4.8,"Happy,Relaxed,Uplifted,Focused,Giggly"
2061,Supergirl,indica,4.5,"Happy,Relaxed,Sleepy,Euphoric,Giggly"
2062,Superglue,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Giggly"
2063,Superman-Og,indica,4.3,"Relaxed,Sleepy,Euphoric,Happy,Hungry"
2064,Supermax-Og,hybrid,4.9,"Relaxed,Happy,Euphoric,Tingly,Uplifted"
2065,Supernatural,sativa,4.4,"Euphoric,Relaxed,Happy,Creative,Energetic"
2066,Supernova,hybrid,4.3,"Happy,Uplifted,Relaxed,Euphoric,Creative"
2067,Superstar,hybrid,4.0,"Relaxed,Focused,Euphoric,Uplifted,Happy"
2068,Suzy-Q,hybrid,4.3,"Relaxed,Focused,Uplifted,Talkative,Happy"
2069,Swazi-Gold,sativa,3.7,"Hungry,Relaxed,Focused,Creative,Giggly"
2070,Sweet-Baby-Jane,indica,4.3,"Relaxed,Tingly,Giggly,Happy,Hungry"
2071,Sweet-Berry,hybrid,4.2,"Relaxed,Happy,Creative,Uplifted,Euphoric"
2072,Sweet-Black-Angel,indica,4.7,"Relaxed,Sleepy,Happy,Euphoric,Tingly"
2073,Sweet-Cheese,sativa,4.3,"Relaxed,Happy,Euphoric,Creative,Focused"
2074,Sweet-Deep-Grapefruit,indica,4.0,"Relaxed,Sleepy,Euphoric,Hungry,Happy"
2075,Sweet-Diesel,sativa,4.1,"Happy,Euphoric,Relaxed,Giggly,Energetic"
2076,Sweet-Dream,hybrid,4.6,"Euphoric,Creative,Giggly,Happy,Relaxed"
2077,Sweet-Dreams,hybrid,4.3,"Sleepy,Relaxed,Hungry,Uplifted,Happy"
2078,Sweet-Harlem-Diesel,hybrid,4.7,"Aroused,Talkative,Uplifted,Creative,Euphoric"
2079,Sweet-Hawaiian-Tangie-Banana,hybrid,0.0,None
2080,Sweet-Jane,sativa,4.6,"Happy,Focused,Aroused,Sleepy,Tingly"
2081,Sweet-Kush,hybrid,4.4,"Hungry,Happy,Relaxed,Euphoric,Sleepy"
2082,Sweet-Lafayette,indica,3.6,"Relaxed,Happy,Euphoric,Uplifted,Aroused"
2083,Sweet-Nina,hybrid,3.9,"Happy,Relaxed,Euphoric,Focused,Uplifted"
2084,Sweet-Pebbles,hybrid,4.8,"Euphoric,Creative,Happy,Focused,Relaxed"
2085,Sweet-Skunk,hybrid,4.2,"Energetic,Euphoric,Creative,Happy,Aroused"
2086,Sweet-Tooth,indica,4.2,"Relaxed,Happy,Euphoric,Uplifted,Sleepy"
2087,Sweet-And-Sour-Widow,indica,4.5,"Relaxed,Uplifted,Happy,Focused,Sleepy"
2088,Swiss-Bliss,hybrid,4.0,"Euphoric,Happy,Talkative,Creative,Giggly"
2089,Swiss-Gold,sativa,4.6,"Relaxed,Happy,Focused,Uplifted,Hungry"
2090,Swiss,indica,4.3,"Energetic,Creative,Relaxed,Happy,Uplifted"
2091,Swiss-Sativa,sativa,4.5,None
2092,Swiss-Tsunami,sativa,4.8,"Relaxed,Uplifted,Focused,Happy,Sleepy"
2093,Thc-Bomb,hybrid,4.2,"Relaxed,Happy,Giggly,Uplifted,Hungry"
2094,Tjs-Cbd,hybrid,4.3,"Focused,Uplifted,Creative,Talkative,Energetic"
2095,Tahoe-Alien,hybrid,4.5,"Relaxed,Happy,Hungry,Creative,Euphoric"
2096,Tahoe-Frostbite,hybrid,5.0,"Aroused,Talkative,Euphoric,Happy,Relaxed"
2097,Tahoe-Hydro-Champagne,hybrid,3.7,"Energetic,Happy,Talkative,Tingly,Uplifted"
2098,Tahoe-Hydro-Og,hybrid,4.9,"Euphoric,Relaxed,Tingly,Happy,Sleepy"
2099,Tahoe-Og,hybrid,4.4,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
2100,Tahoe-Purps,indica,3.0,"Sleepy,Creative,Hungry,Relaxed"
2101,Taliban-Poison,indica,3.7,"Hungry,Aroused,Sleepy,Giggly,Happy"
2102,Tangelo,hybrid,4.3,"Euphoric,Happy,Uplifted,Energetic,Focused"
2103,Tangelo-Kush,hybrid,4.0,"Relaxed,Sleepy,Giggly,Talkative,Uplifted"
2104,Tangenesia,hybrid,5.0,None
2105,Tangerine,hybrid,4.2,"Happy,Uplifted,Energetic,Relaxed,Creative"
2106,Tangerine-Dream,hybrid,4.4,"Happy,Relaxed,Euphoric,Uplifted,Energetic"
2107,Tangerine-Haze,hybrid,4.5,"Talkative,Uplifted,Energetic,Euphoric,Happy"
2108,Tangerine-Kush,indica,4.1,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
2109,Tangerine-Man,sativa,4.8,"Euphoric,Energetic,Uplifted,Hungry,Happy"
2110,Tangerine-Power,hybrid,4.4,"Happy,Relaxed,Tingly,Sleepy,Uplifted"
2111,Tangerine-Sunrise,sativa,4.8,"Tingly,Relaxed,Aroused,Happy,Creative"
2112,Tangerine-Trainwreck-Haze,sativa,5.0,"Euphoric,Aroused,Uplifted,Creative,Energetic"
2113,Tangie,sativa,4.5,"Happy,Uplifted,Energetic,Euphoric,Relaxed"
2114,Tangie-Dream,hybrid,4.4,"Tingly,Creative,Focused,Uplifted,Happy"
2115,Tangie-Ghost-Train,sativa,4.7,"Uplifted,Happy,Energetic,Euphoric,Focused"
